KODZASTUP,N_OKRSEK,KRAJ,MANDATY,NAZEVZAST,OKRES,POCOBYV,N_STRANA,type
503916,1,3200,9,Kostelec,3207,572,1,1party
504301,1,5300,7,Dřenice,5301,403,1,1party
504955,1,5300,7,Dvakačovice,5301,168,1,1party
505005,1,5300,7,Bítovany,5301,421,1,1party
505030,1,5300,7,Dolní Bezděkov,5301,203,1,1party
505781,1,2100,7,Zápy,2109,859,1,1party
506664,1,3200,7,Skořice,3206,259,1,1party
507105,1,8100,9,Hněvošice,8105,1006,1,1party
507377,4,8100,15,Jakartovice,8105,1016,1,1party
507610,1,3100,7,Doňov,3103,78,1,1party
507652,1,3100,7,Višňová,3103,81,1,1party
507695,1,3100,7,Záhoří,3103,115,1,1party
507733,1,3100,7,Březina,3103,124,1,1party
508683,1,3100,7,Záblatí,3103,79,1,1party
509612,1,8100,15,Otice,8105,1407,1,1party
511161,1,8100,7,Vršovice,8105,511,1,1party
511633,1,8100,7,Bocanovice,8102,447,1,1party
512826,1,7100,7,Buk,7104,377,1,1party
512893,1,8100,9,Nové Lublice,8105,214,1,1party
512982,1,7100,9,Citov,7104,553,1,1party
512991,1,2100,7,Drnek,2103,171,1,1party
513059,1,7100,7,Čelechovice,7104,121,1,1party
513113,1,2100,7,Malé Přítočno,2103,240,1,1party
513148,1,2100,5,Polní Voděrady,2104,172,1,1party
513164,1,2100,5,Ždánice,2104,362,1,1party
513181,1,2100,7,Dománovice,2104,119,1,1party
513288,1,2100,5,Mrzky,2104,153,1,1party
513393,1,2100,7,Přistoupim,2104,447,1,1party
513521,1,2100,7,Lešetice,2111,187,1,1party
513539,1,2100,7,Velká Lečice,2111,159,1,1party
513636,1,7100,7,Hrabůvka,7104,303,1,1party
514161,1,5100,5,Luka,5101,95,1,1party
514276,1,5100,7,Pertoltice pod Ralskem,5101,397,1,1party
514446,1,7100,5,Lazníčky,7104,212,1,1party
514497,1,7100,7,Lhota,7104,320,1,1party
514527,1,7100,5,Lhotka,7104,65,1,1party
514802,1,7100,7,Líšná,7104,245,1,1party
515787,1,7100,7,Nelešovice,7104,195,1,1party
516350,1,7100,7,Oprostovice,7104,88,1,1party
516694,1,7100,15,Pavlovice u Přerova,7104,712,1,1party
516911,1,7100,7,Polom,7104,261,1,1party
517101,5,7100,9,Potštát,7104,1183,1,1party
517208,1,7100,5,Provodovice,7104,142,1,1party
517569,1,7100,7,Radvanice,7104,271,1,1party
517836,1,7100,5,Sobíšky,7104,144,1,1party
517844,1,7100,15,Soběchleby,7104,589,1,1party
518026,1,7100,7,Sušice,7104,325,1,1party
520306,1,7100,7,Ústí,7104,561,1,1party
522775,1,7100,7,Zámrsky,7104,254,1,1party
525227,1,7100,9,Bílá Voda,7101,314,1,1party
525979,1,7100,7,Bohutín,7105,779,1,1party
529541,1,2100,7,Český Šternberk,2101,155,1,1party
529567,1,2100,7,Čtyřkoly,2101,688,1,1party
529583,1,2100,7,Tupadly,2106,138,1,1party
529591,1,2100,7,Sedlec,2107,247,1,1party
529605,1,2100,9,Rokytá,2107,282,1,1party
529613,1,2100,7,Josefův Důl,2107,460,1,1party
529656,1,2100,7,Pětihosty,2109,227,1,1party
529664,1,2100,7,Těchařovice,2111,62,1,1party
529699,1,2100,7,Velká Chmelištná,2112,65,1,1party
529702,3,2100,9,Heřmaničky,2101,722,1,1party
529711,1,2100,7,Drahouš,2112,84,1,1party
529737,1,2100,7,Hulice,2101,289,1,1party
529745,1,2100,9,Hvězdonice,2101,318,1,1party
529753,1,3100,5,Dívčí Kopy,3103,72,1,1party
529761,1,3100,5,Žďár,3103,97,1,1party
529818,1,2100,7,Chotýšany,2101,558,1,1party
529869,1,6100,7,Důl,6103,58,1,1party
529907,1,2100,5,Keblov,2101,181,1,1party
529915,1,3100,7,Vrbice,3105,67,1,1party
529923,1,3100,7,Žárovná,3105,119,1,1party
529940,1,2100,7,Kozmice,2101,317,1,1party
529958,2,2100,9,Krhanice,2101,1034,1,1party
529966,1,3100,7,Buzice,3106,170,1,1party
529982,1,3100,9,Chlum,3106,199,1,1party
530026,1,2100,7,Kuňovice,2101,94,1,1party
530042,1,3100,7,Katov,3107,73,1,1party
530107,1,2100,15,Louňovice pod Blaníkem,2101,658,1,1party
530131,1,3200,7,Přestavlky,3204,231,1,1party
530140,1,3200,6,Milínov,3204,197,1,1party
530182,1,3200,7,Žákava,3204,469,1,1party
530271,1,3200,7,Sedlec,3205,93,1,1party
530298,1,2100,15,Netvořice,2101,1103,1,1party
530352,2,2100,7,Ostředek,2101,396,1,1party
530361,1,3200,7,Kařízek,3206,49,1,1party
530379,1,3200,7,Drahoňův Újezd,3206,132,1,1party
530387,1,5100,9,Radvanec,5101,226,1,1party
530395,1,4200,7,Janská,4201,195,1,1party
530417,1,4200,7,Doubice,4201,109,1,1party
530514,1,2100,7,Psáře,2101,127,1,1party
530549,1,2100,7,Rataje,2101,166,1,1party
530557,1,4200,7,Kozly,4204,137,1,1party
530565,1,4200,9,Želkovice,4204,90,1,1party
530611,1,2100,7,Smilkov,2101,270,1,1party
530662,1,6100,5,Ždírec,6101,144,0,1party
530689,2,2100,11,Struhařov,2101,893,1,1party
530701,1,2100,5,Střezimíř,2101,320,1,1party
530719,1,2100,7,Studený,2101,98,1,1party
530875,1,2100,7,Starkoč,2105,135,1,1party
530891,1,2100,7,Vojkov,2101,500,1,1party
530913,1,2100,7,Vracovice,2101,395,1,1party
530948,1,2100,15,Vrchotovy Janovice,2101,1018,1,1party
530964,1,2100,5,Bludov,2105,26,1,1party
531073,1,2100,7,Běštín,2102,321,1,1party
531090,1,2100,5,Březová,2102,319,1,1party
531219,1,2100,7,Hředle,2102,387,1,1party
531235,1,2100,7,Hvozdec,2102,250,1,1party
531251,1,2100,7,Chaloupky,2102,515,1,1party
531367,1,2100,5,Adamov,2105,123,1,1party
531375,1,2100,9,Kublov,2102,666,1,1party
531405,1,2100,5,Kobylnice,2105,207,1,1party
531421,1,2100,5,Šebestěnice,2105,90,1,1party
531430,1,2100,7,Horka I,2105,404,1,1party
531448,1,2100,9,Libomyšl,2102,561,1,1party
531499,1,2100,7,Hostín,2106,314,1,1party
531529,1,2100,7,Měňany,2102,306,1,1party
531545,2,2100,9,Mořina,2102,842,1,1party
531561,1,2100,7,Tuhaň,2106,745,1,1party
531570,1,2100,7,Dobřeň,2106,177,1,1party
531600,1,2100,11,Nový Jáchymov,2102,677,1,1party
531626,1,2100,7,Olešná,2102,412,1,1party
531642,1,2100,7,Osov,2102,339,1,1party
531677,1,2100,7,Lobeč,2106,141,1,1party
531693,1,2100,15,Praskolesy,2102,896,1,1party
531707,1,2100,7,Nosálov,2106,181,1,1party
531715,1,2100,7,Rpety,2102,505,1,1party
531740,1,2100,9,Skuhrov,2102,522,1,1party
531758,1,2100,9,Srbsko,2102,538,1,1party
531791,1,2100,7,Svatá,2102,515,1,1party
531847,1,2100,15,Tlustice,2102,1022,1,1party
531871,1,2100,7,Jeviněves,2106,220,1,1party
531880,1,2100,5,Trubská,2102,192,1,1party
531928,1,2100,7,Hostín u Vojkovic,2106,311,1,1party
531936,1,2100,5,Vidim,2106,133,1,1party
531944,1,2100,15,Vráž,2102,1179,1,1party
531987,1,2100,7,Dolní Zimoř,2106,87,1,1party
532037,1,2100,7,Chrášťany,2101,239,1,1party
532045,1,2100,7,Chlístov,2101,361,1,1party
532070,1,2100,7,Běloky,2103,182,1,1party
532088,1,2100,7,Beřovice,2103,374,1,1party
532096,1,2100,7,Borovnice,2101,84,1,1party
532151,1,2100,5,Drahňovice,2101,98,1,1party
532193,2,2100,7,Lštění,2101,411,1,1party
532207,3,2100,11,Černuc,2103,996,1,1party
532215,1,2100,9,Červený Újezd,2110,1296,1,1party
532231,1,2100,5,Slověnice,2101,37,1,1party
532258,1,2100,7,Litichovice,2101,61,0,1party
532312,1,2100,9,Horní Bezděkov,2103,631,1,1party
532321,1,2100,5,Hořešovice,2103,256,1,1party
532339,1,2100,9,Hospozín,2103,518,1,1party
532355,2,2100,7,Hradečno,2103,496,1,1party
532380,1,2100,7,Blažejovice,2101,116,1,1party
532398,1,2100,5,Chržín,2103,256,1,1party
532401,1,2100,7,Jarpice,2103,286,1,1party
532410,1,2100,7,Jedomělice,2103,390,1,1party
532461,2,2100,9,Klobuky,2103,1010,1,1party
532487,1,2100,7,Knovíz,2103,561,1,1party
532495,1,2100,9,Koleč,2103,588,1,1party
532509,1,2100,6,Šetějovice,2101,57,1,1party
532517,1,2100,5,Kvílice,2103,78,1,1party
532525,1,2100,7,Kyšice,2103,632,1,1party
532550,1,2100,9,Ratměřice,2101,299,1,1party
532584,1,2100,7,Lidice,2103,563,1,1party
532631,1,2100,7,Malé Kyšice,2103,494,1,1party
532649,1,2100,9,Popovice,2101,275,1,1party
532711,1,2100,7,Pavlov,2103,183,1,1party
532746,1,2100,5,Děkanovice,2101,62,1,1party
532762,2,2100,7,Pozdeň,2103,460,1,1party
532789,1,2100,7,Ptice,2110,842,1,1party
532827,1,2100,7,Slatina,2103,602,1,1party
532908,1,2100,9,Svinařov,2103,731,1,1party
532916,1,2100,7,Šlapanice,2103,183,1,1party
532924,1,2100,11,Bukovany,2101,770,1,1party
532932,1,2100,7,Hradiště,2101,26,1,1party
532941,1,2100,5,Řimovice,2101,227,1,1party
532967,1,2100,5,Třebíz,2103,235,1,1party
533025,1,2100,7,Velká Dobrá,2103,1773,1,1party
533033,1,2100,7,Velké Přítočno,2103,1038,1,1party
533076,1,2100,7,Pavlovice,2101,225,1,1party
533181,4,2100,11,Bečváry,2104,1010,1,1party
533211,2,2100,7,Břežany I,2104,323,1,1party
533254,1,2100,7,Černé Voděrady,2109,349,1,1party
533289,1,2100,9,Dobřichov,2104,745,1,1party
533301,1,2100,7,Doubravčice,2104,715,1,1party
533319,1,2100,5,Malá Víska,2102,93,1,1party
533335,1,2100,7,Lhotka,2102,331,1,1party
533351,3,2100,9,Chrášťany,2104,739,1,1party
533360,1,2100,7,Jestřabí Lhota,2104,509,1,1party
533386,3,2100,15,Klučov,2104,1027,1,1party
533408,3,2100,9,Kořenice,2104,638,1,1party
533459,1,2100,7,Krupá,2104,396,1,1party
533475,1,2100,7,Libenice,2104,322,1,1party
533483,1,2100,7,Libodřice,2104,298,1,1party
533513,2,2100,7,Malotice,2104,331,1,1party
533530,1,2100,11,Nová Ves I,2104,1236,1,1party
533548,1,2100,7,Nučice,2109,383,1,1party
533602,1,2100,5,Nenačovice,2102,265,1,1party
533611,1,2100,9,Přišimasy,2104,809,1,1party
533637,1,2100,7,Radovesnice I,2104,373,1,1party
533670,1,2100,11,Chrustenice,2102,969,1,1party
533696,1,2100,7,Skvrňov,2104,216,1,1party
533793,1,2100,7,Korno,2102,110,1,1party
533823,1,2100,7,Veletov,2104,256,1,1party
533866,4,2100,11,Vitice,2104,1103,1,1party
533874,1,2100,9,Vlkančice,2109,195,1,1party
533882,1,2100,7,Volárna,2104,502,1,1party
533904,1,2100,9,Vyžlovka,2109,658,1,1party
533912,1,2100,5,Mořinka,2102,152,1,1party
533980,1,2100,7,Bohdaneč,2105,418,1,1party
534064,1,2100,7,Hostovlice,2105,247,1,1party
534153,2,2100,7,Krchleby,2105,405,1,1party
534188,2,2100,15,Malešov,2105,1029,1,1party
534234,1,2100,5,Vinařice,2102,102,1,1party
534251,1,2100,7,Okřesaneč,2105,192,1,1party
534269,1,2100,7,Nesvačily,2102,160,1,1party
534340,1,2100,7,Rašovice,2105,369,1,1party
534404,1,2100,5,Lužce,2102,124,1,1party
534501,4,2100,9,Úmonín,2105,500,1,1party
534552,1,2100,7,Vlačice,2105,259,1,1party
534609,1,2100,9,Zbizuby,2105,463,1,1party
534641,2,2100,7,Žáky,2105,348,1,1party
534684,1,2100,7,Borek,2109,324,1,1party
534757,1,2100,7,Seletice,2108,207,1,1party
534773,1,2100,7,Dřínov,2106,477,1,1party
534811,1,7200,7,Podhradí,7204,203,1,1party
534862,1,2100,7,Zvěřínek,2108,278,1,1party
534871,1,2100,7,Velenka,2108,304,1,1party
534889,1,2100,9,Starý Vestec,2108,164,1,1party
534978,1,2100,15,Ledčice,2106,638,1,1party
534994,1,2100,7,Choťovice,2104,193,1,1party
535010,1,2100,7,Běleč,2103,322,1,1party
535095,1,2100,7,Loucká,2103,143,1,1party
535109,1,2100,7,Královice,2103,223,1,1party
535125,1,2100,7,Bílichov,2103,194,1,1party
535176,1,3100,7,Planá,3101,253,1,1party
535231,1,3100,7,Ostrolovský Újezd,3101,171,1,1party
535249,1,3100,7,Dasný,3101,332,1,1party
535290,1,2100,7,Vojkovice,2106,815,1,1party
535371,1,3100,7,Nákří,3101,222,1,1party
535389,1,2100,7,Zlosyň,2106,489,1,1party
535460,1,3100,7,Hradce,3101,102,1,1party
535478,1,2100,9,Bezno,2107,939,1,1party
535559,1,2100,9,Brodce,2107,1059,1,1party
535575,1,3100,7,Habří,3101,97,1,1party
535605,1,2100,9,Bukovno,2107,743,1,1party
535613,1,3100,7,Hvozdec,3101,130,1,1party
535648,1,3100,9,Nová Ves,3101,734,1,1party
535664,1,3100,7,Doubravice,3101,311,1,1party
535681,1,3100,5,Borovnice,3101,130,1,1party
535699,1,3100,7,Petříkov,3101,294,1,1party
535702,5,2100,15,Dolní Bousov,2107,2732,1,1party
535711,1,2100,9,Dolní Krupá,2107,249,1,1party
535753,1,3100,7,Hůry,3101,570,1,1party
535818,1,2100,7,Horky nad Jizerou,2107,570,1,1party
535826,1,3100,9,Adamov,3101,917,1,1party
535851,1,3100,7,Hlavatce,3101,154,1,1party
535869,1,2100,9,Hrdlořezy,2107,717,1,1party
535907,1,3100,7,Chotýčany,3101,236,1,1party
535974,1,2100,7,Jivina,2107,473,1,1party
536032,1,3100,5,Strýčice,3101,62,1,1party
536067,1,2100,7,Kochánky,2107,443,1,1party
536075,1,3100,7,Hartmanice,3101,187,1,1party
536091,1,7100,9,Hrabišín,7105,852,1,1party
536105,1,3100,7,Horní Kněžeklady,3101,108,1,1party
536113,1,7100,7,Hynčina,7105,187,1,1party
536121,1,2100,7,Kosořice,2107,499,1,1party
536199,1,3100,7,Dobšice,3101,115,1,1party
536211,1,2100,7,Lhotky,2107,150,1,1party
536245,1,3100,7,Srnín,3102,316,1,1party
536334,1,2100,7,Němčice,2107,186,1,1party
536351,1,2100,7,Nepřevázka,2107,430,1,1party
536369,1,3100,7,Hornosín,3106,71,1,1party
536377,1,2100,7,Nová Telib,2107,257,1,1party
536407,1,2100,5,Obruby,2107,254,1,1party
536423,1,3100,5,Radějovice,3106,45,1,1party
536431,1,2100,7,Petkovy,2107,301,1,1party
536474,1,3100,5,Němčice,3106,100,0,1party
536482,1,3100,5,Zahorčice,3106,63,1,1party
536491,1,2100,9,Předměřice nad Jizerou,2107,761,1,1party
536504,1,3100,5,Vacovice,3106,50,1,1party
536512,1,3100,7,Truskovice,3106,195,1,1party
536547,1,3100,7,Přechovice,3106,111,1,1party
536580,1,2100,13,Řepov,2107,713,1,1party
536601,1,3100,9,Kocelovice,3106,147,1,1party
536628,1,3100,5,Hlupín,3106,95,1,1party
536652,1,2100,9,Smilovice,2107,705,1,1party
536709,1,2100,7,Strašnov,2107,257,1,1party
536717,1,2100,5,Strenice,2107,183,1,1party
536725,1,3100,5,Němětice,3106,107,1,1party
536741,1,3100,5,Velká Turná,3106,159,1,1party
536768,1,2100,7,Sukorady,2107,368,1,1party
536776,1,3100,7,Slaník,3106,149,1,1party
536806,1,3100,7,Krašlovice,3106,160,1,1party
536814,1,7100,7,Kosov,7105,318,1,1party
536831,1,3100,7,Libětice,3106,88,1,1party
536857,3,2100,7,Velké Všelisy,2107,363,1,1party
536873,1,3100,7,Zvotoky,3106,67,1,1party
536881,1,3100,7,Horní Poříčí,3106,304,1,1party
536903,1,3100,7,Chobot,3106,47,1,1party
536938,1,2100,9,Všejany,2107,674,1,1party
536946,1,3100,7,Kalenice,3106,87,1,1party
536954,1,3100,7,Krejnice,3106,81,1,1party
536997,1,2100,7,Židněves,2107,367,1,1party
537055,2,2100,7,Budiměřice,2108,661,1,1party
537063,1,3100,5,Bratronice,3106,47,1,1party
537071,1,3100,7,Lipovice,3105,205,1,1party
537110,2,2100,7,Dvory,2108,545,1,1party
537144,1,3100,7,Dvory,3105,97,1,1party
537161,1,2100,7,Hradčany,2108,265,1,1party
537195,1,3100,5,Zábrdí,3105,65,1,1party
537209,1,3100,7,Žernovice,3105,302,1,1party
537225,1,2100,9,Chotěšice,2108,316,1,1party
537268,1,2100,7,Jizbice,2108,367,1,1party
537276,1,2100,7,Kamenné Zboží,2108,557,1,1party
537306,1,2100,5,Kolaje,2108,84,1,1party
537314,1,2100,9,Kostelní Lhota,2108,844,1,1party
537381,1,3100,5,Mahouš,3105,161,1,1party
537403,1,2100,5,Křečkov,2108,384,1,1party
537497,1,2100,7,Milčice,2108,313,1,1party
537535,1,3100,7,Újezdec,3105,91,1,1party
537543,1,3100,7,Pěčnov,3105,146,1,1party
537551,1,2100,7,Odřepsy,2108,319,1,1party
537578,1,2100,7,Opočnice,2108,461,1,1party
537594,1,6100,7,Střítež,6103,102,1,1party
537675,2,2100,7,Pňov-Předhradí,2104,551,1,1party
537705,1,2100,11,Poříčany,2104,1549,1,1party
537730,1,6100,7,Útěchovičky,6103,73,1,1party
537748,1,2100,9,Ratenice,2104,615,1,1party
537802,3,2100,7,Sloveč,2108,507,1,1party
537888,1,2100,7,Tatce,2104,637,1,1party
537900,1,2100,7,Úmyslovice,2108,319,1,1party
537926,1,4100,9,Jenišov,4102,996,1,1party
537969,1,4100,7,Otovice,4102,900,1,1party
537977,1,2100,7,Vrbová Lhota,2108,524,1,1party
537993,1,2100,7,Vykáň,2108,404,1,1party
538001,1,4100,7,Andělská Hora,4102,360,1,1party
538019,1,4100,7,Černava,4102,306,1,1party
538027,1,4100,7,Smolné Pece,4102,194,1,1party
538035,1,2100,7,Žehuň,2104,436,1,1party
538043,1,2100,11,Babice,2109,1141,1,1party
538078,1,1100,7,Praha-Benice,1100,699,1,1party
538086,1,2100,9,Bořanovice,2109,849,1,1party
538124,1,1100,9,Praha-Březiněves,1100,1573,1,1party
538183,1,3200,7,Kbelany,3205,101,1,1party
538221,2,2100,9,Horoušany,2109,1388,1,1party
538230,1,2100,9,Hovorčovice,2109,2418,1,1party
538388,1,1100,5,Praha-Královice,1100,407,1,1party
538418,1,2100,7,Křížkový Újezdec,2109,233,1,1party
538485,1,2100,9,Mirošovice,2109,1323,1,1party
538515,1,2100,7,Mratín,2109,1337,1,1party
538531,1,1100,5,Praha-Nedvězí,1100,309,1,1party
538558,1,2100,7,Nová Ves,2109,1290,1,1party
538655,1,2100,7,Předboj,2109,1007,1,1party
538663,1,4100,7,Tatrovice,4103,187,1,1party
538698,1,2100,9,Radějovice,2109,432,1,1party
538701,1,2100,15,Radonice,2109,994,1,1party
538779,1,2100,7,Sluhy,2109,671,1,1party
538817,1,4100,7,Podhradí,4101,200,1,1party
538833,3,2100,13,Sulice,2109,1906,1,1party
538906,1,4100,5,Milíkov,4101,288,1,1party
538965,1,2100,11,Veleň,2109,1332,1,1party
538973,1,2100,7,Veliká Ves,2109,330,1,1party
539040,1,2100,9,Vyšehořovice,2109,640,1,1party
539082,1,2100,7,Zlonín,2109,657,1,1party
539091,1,2100,13,Zvánovice,2109,531,1,1party
539121,1,2100,7,Černolice,2110,450,1,1party
539163,2,2100,11,Davle,2110,1685,1,1party
539171,1,2100,7,Dobrovíz,2110,550,1,1party
539201,1,2100,9,Dolany nad Vltavou,2106,902,1,1party
539210,2,2100,17,Dolní Břežany,2110,3993,1,1party
539228,1,2100,9,Holubice,2110,1896,1,1party
539261,1,2100,9,Hvozdnice,2110,489,1,1party
539287,1,2100,9,Choteč,2110,382,1,1party
539295,1,2100,7,Chrášťany,2110,929,1,1party
539341,1,2100,9,Jíloviště,2110,633,1,1party
539350,1,2100,9,Jinočany,2110,1933,1,1party
539465,1,1100,9,Praha-Lochkov,1100,778,1,1party
539473,1,4100,7,Ovesné Kladruby,4101,121,1,1party
539481,1,4100,7,Valy,4101,480,1,1party
539511,1,2100,9,Okrouhlo,2110,694,1,1party
539562,1,2100,7,Pohoří,2110,372,1,1party
539619,1,4100,5,Tuřany,4101,147,1,1party
539708,1,2100,9,Středokluky,2110,1150,1,1party
539741,1,3200,7,Štěnovický Borek,3203,578,1,1party
539783,1,3200,7,Oplot,3204,312,1,1party
539830,1,2100,9,Vonoklasy,2110,547,1,1party
539872,1,2100,9,Zbuzany,2110,1276,1,1party
539953,2,2100,11,Bohutín,2111,1783,1,1party
540005,1,7100,5,Lipinka,7102,194,1,1party
540048,1,2100,11,Buš,2110,337,1,1party
540064,1,3200,5,Lisov,3204,119,1,1party
540081,1,2100,7,Čím,2111,336,1,1party
540102,1,3200,7,Nezdřev,3204,101,1,1party
540129,5,2100,15,Dolní Hbity,2111,865,1,1party
540137,1,3200,7,Životice,3204,40,1,1party
540153,1,2100,7,Drásov,2111,416,1,1party
540242,1,2100,9,Hluboš,2111,617,1,1party
540251,1,3200,5,Drahkov,3204,123,1,1party
540293,1,3200,7,Otěšice,3204,144,1,1party
540307,1,3200,7,Chlumy,3204,201,1,1party
540340,1,3200,7,Nebílovy,3204,353,1,1party
540374,2,2100,7,Jablonná,2111,399,1,1party
540463,1,3200,9,Bolkov,3204,56,1,1party
540528,1,3200,5,Únětice,3204,144,1,1party
540544,4,7100,15,Oskava,7105,1284,1,1party
